,enrolled_course,referral_ccm_website,referral_social_media,referral_community_event,referral_family_or_friend,referral_current_ccm_student,referral_ccm_alumni,referral_hs_teacher,referral_hs_counselor,referral_app_ad,referral_employer,referral_billboard,referral_tv,referral_radio,referral_other,impact_cost,impact_location,impact_choice_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_class_sizes,impact_ec_opps,impact_transfer_credits,impact_neg_experience,impact_nj_stars_program,impact_transfer_ccm_credits,impact_hs_credit,participation_open_house,participation_decision_day,participation_info_session,participation_titans_tuesday,participation_women_who_dare,participation_reg_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersec_program,participation_info_session_hs,participation_campus_visit_hs,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competitions,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,enrolled_degree_program,motivation_job,motivation_transfer_bachelor,motivation_transfer_hs_credits,motivation_career_advancement,motivation_career_change,motivation_professional_development,motivation_job_displacement,motivation_relocation,motivation_keep_current,motivation_it_certifications,motivation_financial,motivation_personal_enrichment,info_source_hs_guidance_counselor,info_source_hs_teacher,info_source_ccm_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_development,info_source_nj_workforce_development,info_source_other,interest_in_more_classes,explanation_interest_in_classes,gender,race_ethnicity,Age
68,CMP 131 Fundamentals of Programming (Python),Don't recall,No,No,Yes,Yes,No,Don't recall,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Computer Science,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,No,No,No,No,No,No,Don't recall,Not Answered,Not Answered,Man,Asian,19-20
69,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No,No,No,Not Sure,No,No,No,No,Not Sure,Yes,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Not Answered,Not Answered,Man,Multi-Racial,19-20
70,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,Not Answered,Not Answered,Some Impact,No Impact,No Impact,Not Answered,Not Answered,No Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Mathematics and Science,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,"I am currently enrolled as a Math & Science Major. I have taken math classes up to Pre-Calc and am starting to change my career goals. I feel there is always more to learn with computing (You can probably never master it in a lifetime, with how quickly technology changes). Everything will be computer based the further we progress. ",Woman,White/Caucasian,35-64
71,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,"Not sure if I enjoy it, I do like the hardware side of computer science more, so I may be switching back to comp sci as my major again. ",Man,White/Caucasian,18 and younger
72,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,High Impact,Not Answered,Some Impact,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,Not Answered,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,35-64
73,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,"Technical Studies, Applied Associate of Science",Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
74,CMP 128 Computer Science I,Don't recall,Don't recall,No,Yes,No,No,No,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"It is something I am interested in, but it is not something I want to immediately dive into. I want to take my time.",Woman,Multi-Racial,19-20
75,CMP 131 Fundamentals of Programming (Python),No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,No Impact,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Some Impact,Some Impact,Not Answered,Some Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
76,CMP 128 Computer Science I,No,No,No,No,No,No,Don't recall,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,High Impact,High Impact,High Impact,No Impact,Not Answered,Not Answered,No Impact,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Don't recall,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,19-20
77,CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Multi-Racial,25-34
78,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Radiography,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,I want to further my computing expertise,Man,Hispanic or Latino,35-64
79,CMP 239 Internet & Web Page Design,Yes,Don't recall,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
80,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Not Answered,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
81,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
82,CMP 239 Internet & Web Page Design,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Digital Media Technology,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Woman,White/Caucasian,18 and younger
83,CMP 239 Internet & Web Page Design,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
84,CMP 239 Internet & Web Page Design,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
85,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Digital Media Technology,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Don't recall,Not Answered,Not Answered,Man,Hispanic or Latino,21-24
86,CMP 239 Internet & Web Page Design,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
87,CMP 239 Internet & Web Page Design,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,High Impact,Web Development Certificate of Achievement,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,35-64
88,CMP 239 Internet & Web Page Design,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
89,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Sure,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Don't recall,Don't recall,Yes,No,No,No,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,25-34
90,CMP 239 Internet & Web Page Design,Yes,Don't recall,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Information Technology,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
91,CMP 239 Internet & Web Page Design,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Not Answered,No Impact,High Impact,High Impact,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Not Answered,Not Answered,High Impact,High Impact,High Impact,Not Answered,High Impact,Not Answered,Not Answered,Graphic Design,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,"Its a new experience, now I know how to make a web page ",Woman,Hispanic or Latino,25-34
92,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,Not Answered,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Not Answered,High Impact,No Impact,Not Sure,Not Sure,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
93,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Black/African American,18 and younger
94,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,High Impact,Some Impact,Some Impact,High Impact,High Impact,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Mathematics,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"Computing is not all that interesting to me, but I know it is a great skill to have",Man,Asian,21-24
95,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,Asian,19-20
96,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,No Impact,Not Answered,Not Answered,Not Answered,Some Impact,High Impact,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Not Answered,Challenger Program,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Don't recall,Yes,Don't recall,No,No,No,No,Not Answered,Not Answered,Woman,White/Caucasian,18 and younger
97,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,Don't recall,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Biology,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"I would be interested in taking another computing class, but I don't need another for my degree so I probably won't spend the money required to take one.",Prefer not to say,Choose not to reply,19-20
98,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,Not Answered,Some Impact,High Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,19-20
99,CMP 128 Computer Science I,No,No,Yes,Yes,Don't recall,Yes,Yes,Yes,Don't recall,Don't recall,No,No,No,No,Not Answered,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,Not Sure,No,Yes,Yes,No,Not Sure,Not Sure,No,No,Not Sure,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Dual Enrollment,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,"I would like to take another computing class to increase my knowledge and experience, as well as gain more college credits while in high school. ",Woman,Asian,18 and younger
100,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Not Sure,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
101,CMP 128 Computer Science I,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,19-20
102,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
